project,facility_name,tollclass,PBA2050_RTP_ID,s2toll_mandatory,THRESHOLD_SPEED,MAX_TOLL,MIN_TOLL,Grouping major,Grouping minor,Project
NextGenFwy,SR92 SM - I-280 Interchange to El Camino Real (Per Mile Tolling) - WB,990928,,,45,5,0.001,SanMateo_PM,SanMateo_28092_PM,
NextGenFwy,I-980 ALA  (Per Mile Tolling) - NB,990981,,,45,5,0.001,EastBay_Outer_PM,EastBay_68024980_PM,
NextGenFwy,I-980 ALA  (Per Mile Tolling) - SB,990982,,,45,5,0.001,EastBay_Outer_AM,EastBay_68024980_AM,
RTP2025,US101 SM - 2740 San Mateo SB - SB,2740,,Yes,45,5,0.05,#N/A,#N/A,
RTP2025,US101 SM - 2770 Redwood City SB - SB,2770,,Yes,45,5,0.05,#N/A,#N/A,
RTP2025,US101 SM - 2830 San Mateo NB - NB,2830,,Yes,45,5,0.05,#N/A,#N/A,
RTP2025,US101 SM - 2810 Redwood City NB - NB,2810,,Yes,45,5,0.05,#N/A,#N/A,
RTP2025,I-880 - 2340 Union City SB - SB,2340,,Yes,45,5,0.05,#N/A,#N/A,
RTP2025,I-880 - 2320 San Leandro SB - SB,2320,,Yes,45,5,0.05,#N/A,#N/A,
RTP2025,I-880 - 2370 Fremont SB - SB,2370,,Yes,45,5,0.05,#N/A,#N/A,
RTP2025,I-880 - 2450 Union City NB - NB,2450,,Yes,45,5,0.05,#N/A,#N/A,
RTP2025,I-880 - 2420 Fremont NB - NB,2420,,Yes,45,5,0.05,#N/A,#N/A,
RTP2025,I-680 - 2120 Walnut Creek SB - SB,2120,,Yes,45,5,0.05,#N/A,#N/A,
RTP2025,I-680 - 2130 San Ramon SB - SB,2130,,Yes,45,5,0.05,#N/A,#N/A,
RTP2025,I-680 - 2230 San Ramon NB - NB,2230,,Yes,45,5,0.05,#N/A,#N/A,
RTP2025,US101 - SR25 to Dunne - NB,1010309,,Yes,45,5,0.05,#N/A,#N/A,EXP_SC_101_Dunne_to_SR25
RTP2025,US101 - SR25 to Dunne - SB,1010310,,Yes,45,5,0.05,#N/A,#N/A,EXP_SC_101_Dunne_to_SR25
RTP2025,I-80 - I-505 to Yolo County Line - EB,800601,,Yes,45,5,0.05,#N/A,#N/A,EXP_SL_I80_I505_to_Yolo
RTP2025,I-80 - I-505 to Yolo County Line - EB,800602,,Yes,45,5,0.05,#N/A,#N/A,EXP_SL_I80_I505_to_Yolo
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,800501,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,800502,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,800503,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,800603,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,800504,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,800604,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,1010305,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,1010306,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,1010307,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,1010308,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,2800308,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,2800309,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,2800310,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,2800311,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,2800312,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,2800313,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,2800314,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,2800315,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,40516,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,40517,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,40518,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,40519,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,5800420,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,5800421,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,5800422,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,5800423,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,5800424,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,5800425,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,5800426,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,5800427,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,6800530,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,6800531,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,6800532,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,6800533,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,6800330,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,850331,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,850332,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,850333,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,850334,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,870335,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,870336,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,870337,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,870338,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,8800439,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,8800440,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,8800441,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,8800442,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,8800443,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,6800544,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,6800545,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,8800446,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,8800447,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,8800448,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,8800349,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,8800449,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,8800450,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,8800351,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,8800451,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,8800452,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,1010253,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,1010254,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,1010255,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,1010256,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,1010356,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,1010257,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,1010258,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,1010259,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,1010260,,Yes,45,5,0.05,,,
NextGenFwyR2,Generic all-lane-tolling,999999,,Yes,45,5,0.05,,,
NextGenFwyR2 - P8,US-101 in Sonoma North,1010801,,Yes,45,5,0.05,,,
NextGenFwyR2 - P9,US-101 in Sonoma South,1010803,,Yes,45,5,0.05,,,
NextGenFwyR2 - P10,US-101 in Marin North,1010901,,Yes,45,5,0.05,,,
NextGenFwyR2 - P11,US-101 in Marin South,1010903,,Yes,45,5,0.05,,,
NextGenFwyR2 - P13,NA,800404,,Yes,45,5,0.05,,,
NextGenFwyR2 - P14,I-580 in Contra Costa West,5800504,,Yes,45,5,0.05,,,
NextGenFwyR2 - P15,NA,1600501,,Yes,45,5,0.05,,,
NextGenFwyR2 - P16,SR92 in San Mateo East,920202,,Yes,45,5,0.05,,,
NextGenFwyR2 - P17,SR92 in San Mateo ,920204,,Yes,45,5,0.05,,,
NextGenFwyR2 - P18,NA,201,,Yes,45,5,0.05,,,
NextGenFwyR2,RouteNum*10000 + CountyNum*100 + SegmentNum,1010001,,Yes,45,5,0.05,,,
