A,B,_LANES,_FT,_ROUTENUM,_ROUTEDIR
4755,4753,2,2,85,S
4757,4755,2,2,85,S
4759,4757,3,2,85,S
5141,5644,2,2,85,S
5559,5562,2,2,85,S
5562,4665,2,2,85,S
5568,5571,2,2,85,S
5571,5559,2,2,85,S
5630,5141,2,1,85,S
5644,5646,2,2,85,S
5646,5647,2,2,85,S
5647,5568,2,2,85,S
9035,9036,1,2,85,S
9036,9037,1,2,85,S
9037,9062,1,2,85,S
9062,9063,1,2,85,S
9063,9064,1,2,85,S
9064,9065,1,2,85,S
9065,9066,1,2,85,S
9066,20124,1,2,85,S
9068,20120,1,2,85,S
9070,20119,1,2,85,S
9072,9073,1,2,85,S
9073,9074,1,2,85,S
9074,20116,1,2,85,S
9076,9077,1,2,85,S
9077,9078,1,2,85,S
9078,9079,1,2,85,S
9079,9080,1,2,85,S
9080,9081,1,2,85,S
9081,9082,1,2,85,S
9082,9083,1,2,85,S
9083,10547,1,2,85,S
9250,20128,1,2,85,S
9373,9250,1,2,85,S
10100,10101,1,2,85,S
10101,10102,1,2,85,S
10102,20127,1,2,85,S
10104,20126,1,2,85,S
10547,10058,1,1,85,S
20116,9076,1,2,85,S
20119,9072,1,2,85,S
20120,9070,1,2,85,S
20124,9068,1,2,85,S
20126,9035,1,2,85,S
20127,10104,1,2,85,S
20128,20129,1,2,85,S
20129,10100,1,2,85,S
4166,4417,2,2,87,N
4168,5196,2,2,87,N
4417,5034,2,2,87,N
4432,4434,2,1,87,N
4434,4775,2,2,87,N
4435,4434,2,1,87,N
4760,4762,2,2,87,N
4762,4808,2,2,87,N
4775,4760,2,2,87,N
4808,4812,2,2,87,N
4812,4884,2,2,87,N
4884,4892,3,2,87,N
4892,4168,2,2,87,N
5034,5038,2,2,87,N
5038,5071,2,2,87,N
5065,5168,2,2,87,N
5071,5065,2,2,87,N
5168,5282,2,2,87,N
5196,4166,2,2,87,N
9351,9360,1,2,87,N
9360,9377,1,2,87,N
9374,9378,1,2,87,N
9377,20115,1,2,87,N
9378,9382,1,2,87,N
9382,20112,1,2,87,N
9389,20109,1,2,87,N
9394,9397,1,2,87,N
9397,9155,1,2,87,N
9402,20113,1,2,87,N
9403,9389,1,2,87,N
9871,9351,1,2,87,N
20109,9394,1,2,87,N
20111,9402,1,2,87,N
20112,20111,1,2,87,N
20113,9403,1,2,87,N
20115,9374,1,2,87,N
4192,5073,2,2,87,S
4433,4431,2,1,87,S
4433,4436,2,1,87,S
4761,4772,2,2,87,S
4772,4774,2,2,87,S
4774,4433,2,2,87,S
4807,4761,2,2,87,S
4811,4807,2,2,87,S
4885,4811,3,2,87,S
4891,4885,3,2,87,S
5033,5195,2,2,87,S
5035,5033,2,2,87,S
5055,5035,2,2,87,S
5073,5091,2,2,87,S
5091,5055,2,2,87,S
5117,4192,2,2,87,S
5193,4891,2,2,87,S
5195,5193,2,2,87,S
9162,9398,1,2,87,S
9363,9887,1,2,87,S
9365,9363,1,2,87,S
9366,9365,1,2,87,S
9369,9366,1,2,87,S
9370,9369,1,2,87,S
9381,9370,1,2,87,S
9386,9381,1,2,87,S
9390,9404,1,2,87,S
9393,20110,1,2,87,S
9398,9393,1,2,87,S
9404,20114,1,2,87,S
9405,9406,1,2,87,S
9406,9386,1,2,87,S
20110,9390,1,2,87,S
20114,9405,1,2,87,S
2078,6219,1,7,92,E
2204,2078,1,7,92,E
2205,2204,1,7,92,E
2343,2205,1,7,92,E
2480,2343,1,7,92,E
2527,2480,1,7,92,E
2530,2527,1,7,92,E
2609,2530,1,7,92,E
2612,2609,2,7,92,E
2622,2612,2,7,92,E
2626,2622,2,7,92,E
2627,2626,2,7,92,E
2629,2627,2,7,92,E
2707,2629,2,7,92,E
3229,3230,3,2,92,E
3230,3657,4,2,92,E
3596,3612,2,2,92,E
3610,12262,3,7,92,E
3611,3610,3,7,92,E
3612,3616,3,7,92,E
3616,3611,3,7,92,E
3636,3596,3,2,92,E
3642,3649,3,2,92,E
3649,3229,3,2,92,E
3651,3654,4,2,92,E
3654,3662,3,2,92,E
3657,3651,4,2,92,E
3662,3636,3,2,92,E
4802,2707,2,7,92,E
4803,4802,2,7,92,E
4806,4803,2,7,92,E
4809,4806,2,7,92,E
4810,4809,1,7,92,E
4834,4810,1,7,92,E
4836,4834,1,7,92,E
4837,4836,1,7,92,E
4838,4837,1,7,92,E
4839,4838,1,7,92,E
4840,4839,1,7,92,E
4841,4840,1,7,92,E
4843,4841,1,7,92,E
4844,4843,2,7,92,E
4849,4844,2,7,92,E
6080,6081,3,2,92,E
6081,6283,2,2,92,E
6087,6396,4,2,92,E
6088,6087,3,2,92,E
6215,4849,2,7,92,E
6219,6233,2,7,92,E
6233,6080,2,2,92,E
6260,6264,2,2,92,E
6264,6266,3,2,92,E
6266,6296,2,2,92,E
6283,6260,3,2,92,E
6286,6355,3,2,92,E
6287,6286,2,2,92,E
6291,6287,2,2,92,E
6296,6291,2,2,92,E
6355,6357,2,2,92,E
6357,6358,2,2,92,E
6358,6384,2,2,92,E
6382,6383,3,2,92,E
6383,3642,3,2,92,E
6384,6088,3,2,92,E
6396,6400,3,2,92,E
6400,6382,3,2,92,E
12262,3579,3,7,92,E
2078,2204,1,7,92,W
2204,2205,1,7,92,W
2205,2343,1,7,92,W
2343,2480,1,7,92,W
2480,2527,1,7,92,W
2527,2530,1,7,92,W
2530,2609,1,7,92,W
2609,2612,1,7,92,W
2612,2622,1,7,92,W
2622,2626,1,7,92,W
2626,2627,1,7,92,W
2627,2629,1,7,92,W
2629,2707,1,7,92,W
2707,4802,1,7,92,W
3224,3550,3,2,92,W
3225,3539,3,2,92,W
3539,3224,3,2,92,W
3550,3663,3,2,92,W
3579,12262,3,7,92,W
3610,3611,3,7,92,W
3611,3616,3,7,92,W
3612,3614,2,2,92,W
3614,3634,2,2,92,W
3616,3612,3,7,92,W
3634,3658,4,2,92,W
3650,6381,3,2,92,W
3653,3225,3,2,92,W
3655,3656,3,2,92,W
3656,3653,3,2,92,W
3658,3655,4,2,92,W
3663,3650,7,6,92,W
4802,4803,1,7,92,W
4803,4806,1,7,92,W
4806,4809,1,7,92,W
4809,4810,1,7,92,W
4810,4834,1,7,92,W
4834,4836,1,7,92,W
4836,4837,1,7,92,W
4837,4838,1,7,92,W
4838,4839,1,7,92,W
4839,4840,1,7,92,W
4840,4841,1,7,92,W
4841,4843,1,7,92,W
4843,4844,2,7,92,W
4844,4849,2,7,92,W
4849,6215,2,7,92,W
6089,6093,3,2,92,W
6093,6395,4,2,92,W
6219,2078,1,7,92,W
6233,6219,2,7,92,W
6257,6265,2,2,92,W
6259,6272,3,2,92,W
6263,6259,2,2,92,W
6265,6263,2,2,92,W
6270,6233,2,2,92,W
6271,6270,3,2,92,W
6272,6271,2,2,92,W
6290,6257,2,2,92,W
6301,6304,2,2,92,W
6303,6301,3,2,92,W
6304,6290,2,2,92,W
6346,6303,2,2,92,W
6347,6346,3,2,92,W
6381,6393,3,2,92,W
6393,6398,3,2,92,W
6395,6347,2,2,92,W
6397,6089,3,2,92,W
6398,6397,3,2,92,W
10182,11123,1,2,92,W
10183,3650,1,2,92,W
11123,10183,1,2,92,W
12262,3610,3,7,92,W
20444,10182,1,2,92,W
20445,20449,1,2,92,W
20446,20445,1,2,92,W
20447,20446,1,2,92,W
20449,20444,1,2,92,W
4150,20364,2,2,101,N
4169,4183,3,2,101,N
4173,4751,3,2,101,N
4177,4173,3,2,101,N
4180,4181,3,2,101,N
4181,4169,3,2,101,N
4183,4177,3,2,101,N
4187,10677,4,2,101,N
4188,4180,2,2,101,N
4204,4226,3,2,101,N
4205,4204,3,2,101,N
4225,4234,3,2,101,N
4226,4225,3,2,101,N
4230,4236,3,2,101,N
4234,4230,3,2,101,N
4236,4272,3,2,101,N
4272,5079,3,2,101,N
4302,4304,3,2,101,N
4304,4340,3,2,101,N
4333,4302,3,2,101,N
4340,4341,3,2,101,N
4341,4424,3,2,101,N
4379,12673,3,2,101,N
4395,4994,3,2,101,N
4400,4395,4,2,101,N
4422,4400,3,2,101,N
4424,4379,3,2,101,N
4593,4634,3,2,101,N
4634,4205,3,2,101,N
4751,12239,3,2,101,N
4994,5001,5,2,101,N
4995,5006,3,2,101,N
5001,4995,4,2,101,N
5006,5028,3,2,101,N
5007,12241,3,2,101,N
5009,5007,3,2,101,N
5013,5009,3,2,101,N
5015,5013,3,2,101,N
5028,5015,4,2,101,N
5078,4333,3,2,101,N
5079,5078,3,2,101,N
5601,5602,3,2,101,N
5602,5653,3,2,101,N
5641,5819,3,2,101,N
5653,5655,3,2,101,N
5655,5656,3,2,101,N
5656,5658,3,2,101,N
5658,5659,3,2,101,N
5659,5661,3,2,101,N
5661,5662,3,2,101,N
5662,5825,3,2,101,N
5680,5692,3,2,101,N
5690,5680,3,2,101,N
5692,5694,3,2,101,N
5694,5695,3,2,101,N
5695,5696,5,2,101,N
5696,5698,3,2,101,N
5698,5699,3,2,101,N
5699,5701,3,2,101,N
5701,5601,4,2,101,N
5716,5690,3,2,101,N
5718,5716,3,2,101,N
5720,5718,3,2,101,N
5814,5952,3,2,101,N
5815,20305,4,2,101,N
5816,5815,3,2,101,N
5817,5816,4,2,101,N
5818,5817,3,2,101,N
5819,5818,4,2,101,N
5821,5641,4,2,101,N
5822,5821,3,2,101,N
5823,5822,3,2,101,N
5824,5823,3,2,101,N
5825,5824,3,2,101,N
5933,6146,3,2,101,N
5936,5933,4,2,101,N
5949,5936,3,2,101,N
5950,5949,4,2,101,N
5951,5950,3,2,101,N
5952,5951,4,2,101,N
5956,6733,4,2,101,N
6109,6110,5,2,101,N
6110,6341,5,2,101,N
6144,15859,4,2,101,N
6146,6151,4,2,101,N
6149,6194,4,2,101,N
6150,6149,4,2,101,N
6151,6150,4,2,101,N
6159,6181,4,2,101,N
6161,6159,4,2,101,N
6178,6388,4,2,101,N
6181,6178,4,2,101,N
6190,6316,5,2,101,N
6194,6161,4,2,101,N
6315,6409,5,2,101,N
6316,6315,4,2,101,N
6320,6190,5,2,101,N
6341,6320,4,2,101,N
6374,6109,5,2,101,N
6385,6386,5,2,101,N
6386,6374,4,2,101,N
6388,6385,4,2,101,N
6409,6540,4,2,101,N
6538,6561,4,2,101,N
6540,6538,5,2,101,N
6551,6592,4,2,101,N
6554,6567,5,2,101,N
6557,6554,5,2,101,N
6560,6557,5,2,101,N
6561,6560,4,2,101,N
6567,6551,5,2,101,N
6571,6574,4,2,101,N
6572,6571,4,2,101,N
6574,6144,4,2,101,N
6576,6572,5,2,101,N
6578,6576,4,2,101,N
6581,6578,5,2,101,N
6583,6581,5,2,101,N
6592,6583,6,2,101,N
6730,6803,5,2,101,N
6733,6736,4,2,101,N
6736,6730,5,2,101,N
6803,6806,3,1,101,N
6803,6818,3,1,101,N
6806,6809,3,1,101,N
6809,6922,3,1,101,N
6818,6959,2,1,101,N
6887,7710,3,7,101,N
6922,6925,5,2,101,N
6925,7094,4,2,101,N
7004,7320,2,2,101,N
7040,7077,2,1,101,N
7041,7077,2,1,101,N
7074,7041,2,1,101,N
7075,7112,2,5,101,N
7075,7192,2,5,101,N
7077,7075,3,5,101,N
7082,7074,2,1,101,N
7094,7375,4,2,101,N
7110,7556,2,7,101,N
7111,7110,3,7,101,N
7112,7111,2,5,101,N
7113,7114,2,7,101,N
7114,7110,3,7,101,N
7192,7209,2,5,101,N
7316,7800,4,2,101,N
7318,7316,2,2,101,N
7319,7338,2,2,101,N
7320,7319,2,2,101,N
7324,7004,5,2,101,N
7326,7324,3,2,101,N
7330,7326,3,2,101,N
7333,7330,3,5,101,N
7334,7333,3,7,101,N
7338,7318,2,2,101,N
7375,7082,4,2,101,N
7436,7439,2,7,101,N
7439,7440,2,7,101,N
7440,13643,2,7,101,N
7449,7462,2,7,101,N
7456,7463,2,7,101,N
7462,7456,2,7,101,N
7463,7436,2,7,101,N
7471,7690,2,7,101,N
7530,7471,2,7,101,N
7552,7663,2,7,101,N
7553,7552,2,7,101,N
7554,7606,2,7,101,N
7555,7554,2,7,101,N
7556,7555,2,7,101,N
7561,7530,2,7,101,N
7606,7553,2,7,101,N
7663,7449,2,7,101,N
7689,7708,2,7,101,N
7690,7689,2,7,101,N
7708,7709,3,7,101,N
7709,6887,3,7,101,N
7710,7711,3,7,101,N
7711,7712,3,7,101,N
7712,7334,3,7,101,N
7800,7803,4,2,101,N
7803,7806,4,2,101,N
7806,7813,4,2,101,N
7813,7820,4,2,101,N
7820,7821,5,2,101,N
7821,20244,4,2,101,N
7836,7838,3,2,101,N
7838,7845,4,2,101,N
7845,7846,3,2,101,N
7846,7849,5,2,101,N
7849,7906,5,2,101,N
7856,7858,3,2,101,N
7858,7900,4,2,101,N
7900,7902,3,2,101,N
7902,7904,4,2,101,N
7904,7908,3,2,101,N
7906,7856,4,2,101,N
7908,7930,4,2,101,N
7925,11995,3,2,101,N
7927,7971,3,2,101,N
7930,7934,6,2,101,N
7934,7940,4,2,101,N
7940,7942,3,2,101,N
7942,7950,4,2,101,N
7950,7952,3,2,101,N
7952,7962,4,2,101,N
7962,7964,3,2,101,N
7964,7925,4,2,101,N
7971,8004,3,2,101,N
8002,8063,3,2,101,N
8004,8002,4,2,101,N
8012,8375,2,2,101,N
8033,20340,2,2,101,N
8034,8033,3,2,101,N
8044,12256,2,2,101,N
8046,8044,2,2,101,N
8063,8066,4,2,101,N
8066,8067,3,2,101,N
8067,8075,3,2,101,N
8075,8107,3,2,101,N
8107,8108,3,2,101,N
8108,8034,3,2,101,N
8170,8352,3,2,101,N
8218,8410,2,2,101,N
8227,8240,2,2,101,N
8238,8227,2,2,101,N
8240,8242,2,2,101,N
8242,8243,2,2,101,N
8243,8244,2,2,101,N
8244,8245,2,2,101,N
8245,8218,2,2,101,N
8247,8261,2,2,101,N
8261,8591,2,2,101,N
8269,8436,3,2,101,N
8270,8269,2,2,101,N
8294,8345,2,2,101,N
8334,8170,2,2,101,N
8342,8793,2,2,101,N
8345,8342,2,2,101,N
8352,8354,2,2,101,N
8354,8408,3,2,101,N
8374,8294,2,2,101,N
8375,8382,3,2,101,N
8382,8383,2,2,101,N
8383,8374,3,2,101,N
8405,8012,3,2,101,N
8406,8405,2,2,101,N
8408,8406,2,2,101,N
8410,8247,2,2,101,N
8419,20324,2,2,101,N
8436,8419,2,2,101,N
8462,8476,2,2,101,N
8463,8462,2,2,101,N
8465,8463,2,2,101,N
8472,8598,2,2,101,N
8476,8495,2,2,101,N
8478,14505,2,2,101,N
8479,8480,2,2,101,N
8480,8481,2,2,101,N
8481,8489,2,2,101,N
8488,8479,2,2,101,N
8489,8483,2,2,101,N
8495,8496,2,2,101,N
8496,8488,2,2,101,N
8591,20526,2,2,101,N
8594,8478,2,2,101,N
8598,10017,2,2,101,N
8787,8465,2,2,101,N
8792,12252,2,2,101,N
8793,8792,2,2,101,N
9161,20208,1,2,101,N
9163,9164,1,2,101,N
9164,10015,1,2,101,N
9165,20143,1,2,101,N
9167,20144,1,2,101,N
9169,9170,1,2,101,N
9170,20108,1,2,101,N
9251,20090,1,2,101,N
9318,20073,1,2,101,N
9322,9323,1,2,101,N
9323,20074,1,2,101,N
9324,20075,1,2,101,N
9355,20087,1,2,101,N
9357,9355,1,2,101,N
9359,20094,1,2,101,N
9361,9359,1,2,101,N
9367,20093,1,2,101,N
9371,20091,1,2,101,N
9375,20207,1,2,101,N
9379,9375,1,2,101,N
9383,20098,1,2,101,N
9387,20101,1,2,101,N
9391,20099,1,2,101,N
9395,20104,1,2,101,N
9399,20106,1,2,101,N
9401,9399,1,2,101,N
9434,9435,1,2,101,N
9435,9436,1,2,101,N
9436,9437,1,2,101,N
9437,9438,1,2,101,N
9438,9439,1,2,101,N
9439,9440,1,2,101,N
9440,9441,1,2,101,N
9441,9623,1,2,101,N
9442,9434,1,2,101,N
9481,10132,1,2,101,N
9613,9624,1,2,101,N
9615,9613,1,2,101,N
9617,9615,1,2,101,N
9619,9617,1,2,101,N
9621,9619,1,2,101,N
9623,9621,1,2,101,N
9624,9625,1,2,101,N
9625,20054,1,2,101,N
9626,9627,1,2,101,N
9627,9628,1,2,101,N
9628,9629,1,2,101,N
9629,20055,1,2,101,N
9631,9632,1,2,101,N
9632,9633,1,2,101,N
9633,9634,1,2,101,N
9634,9442,1,2,101,N
9642,20245,1,2,101,N
9654,20056,1,2,101,N
9657,20057,1,2,101,N
9659,9660,1,2,101,N
9660,9661,1,2,101,N
9661,20342,1,2,101,N
9870,20147,1,2,101,N
9872,9873,1,2,101,N
9873,9874,1,2,101,N
9874,9875,1,2,101,N
9875,9876,1,2,101,N
9876,20083,1,2,101,N
10014,9165,1,2,101,N
10015,10014,1,2,101,N
10017,8787,2,2,101,N
10020,10021,1,2,101,N
10021,9327,1,2,101,N
10024,10714,1,2,101,N
10025,10024,1,2,101,N
10088,10089,1,2,101,N
10089,10090,1,2,101,N
10090,10091,1,2,101,N
10091,10096,1,2,101,N
10096,10123,1,2,101,N
10123,10125,1,2,101,N
10125,10126,1,2,101,N
10126,10128,1,2,101,N
10128,20133,1,2,101,N
10130,9481,1,2,101,N
10132,20135,1,2,101,N
10134,20137,1,2,101,N
10136,10137,1,2,101,N
10137,20140,1,2,101,N
10599,9371,1,2,101,N
10677,20363,4,2,101,N
10713,11125,1,2,101,N
10714,20065,1,2,101,N
10716,20068,1,2,101,N
10726,10713,1,2,101,N
10728,20076,1,2,101,N
10730,10728,1,2,101,N
10732,10730,1,2,101,N
11124,10025,1,2,101,N
11125,11124,1,2,101,N
11995,7927,3,2,101,N
12216,4422,3,2,101,N
12239,4593,3,2,101,N
12240,5720,3,2,101,N
12241,12240,3,2,101,N
12251,8594,2,2,101,N
12252,12251,2,2,101,N
12255,8334,2,2,101,N
12256,12255,2,2,101,N
12673,12216,3,2,101,N
13643,7561,2,7,101,N
14505,14507,2,2,101,N
14507,8472,2,2,101,N
15858,5956,4,2,101,N
15859,15858,4,2,101,N
20054,9626,1,2,101,N
20055,9654,1,2,101,N
20056,9657,1,2,101,N
20057,9659,1,2,101,N
20065,20066,1,2,101,N
20066,20067,1,2,101,N
20067,10716,1,2,101,N
20068,20069,1,2,101,N
20069,20070,1,2,101,N
20070,20071,1,2,101,N
20071,20072,1,2,101,N
20072,9318,1,2,101,N
20073,9322,1,2,101,N
20074,9324,1,2,101,N
20075,10020,1,2,101,N
20076,10726,1,2,101,N
20083,9878,1,2,101,N
20087,9870,1,2,101,N
20090,9361,1,2,101,N
20091,9367,1,2,101,N
20093,9251,1,2,101,N
20094,9357,1,2,101,N
20098,9379,1,2,101,N
20099,9387,1,2,101,N
20101,9383,1,2,101,N
20104,9391,1,2,101,N
20106,9395,1,2,101,N
20108,9401,1,2,101,N
20133,10130,1,2,101,N
20135,10134,1,2,101,N
20137,10136,1,2,101,N
20140,20141,1,2,101,N
20141,9161,1,2,101,N
20143,9167,1,2,101,N
20144,9169,1,2,101,N
20147,9872,1,2,101,N
20207,10599,1,2,101,N
20208,9163,1,2,101,N
20244,7836,4,2,101,N
20245,9631,1,2,101,N
20305,5814,4,2,101,N
20322,8046,2,2,101,N
20324,20322,2,2,101,N
20337,8238,2,2,101,N
20340,20337,2,2,101,N
20363,4188,2,2,101,N
20364,4187,3,2,101,N
20526,8270,2,2,101,N
4170,4182,3,2,101,S
4172,4170,3,2,101,S
4174,4178,3,2,101,S
4178,4172,3,2,101,S
4179,4188,2,2,101,S
4182,4179,3,2,101,S
4187,20364,3,2,101,S
4188,20363,2,2,101,S
4206,4208,3,2,101,S
4208,4591,3,2,101,S
4227,4206,3,2,101,S
4229,4227,3,2,101,S
4231,4233,3,2,101,S
4233,4229,3,2,101,S
4237,4231,3,2,101,S
4271,4237,3,2,101,S
4301,4332,3,2,101,S
4303,4301,3,2,101,S
4332,5077,3,2,101,S
4336,4303,3,2,101,S
4339,4336,3,2,101,S
4342,4339,3,2,101,S
4405,4418,3,2,101,S
4406,4405,4,2,101,S
4407,4423,3,2,101,S
4418,10144,4,2,101,S
4423,4342,3,2,101,S
4465,4406,3,2,101,S
4491,4465,6,2,101,S
4497,4498,3,2,101,S
4498,4491,5,2,101,S
4548,4568,3,2,101,S
4568,4578,3,2,101,S
4578,4174,3,2,101,S
4591,4548,3,2,101,S
5010,5018,3,2,101,S
5012,5010,3,2,101,S
5016,5027,4,2,101,S
5018,5016,3,2,101,S
5027,4497,3,2,101,S
5040,5041,4,2,101,S
5041,5043,4,2,101,S
5043,12242,3,2,101,S
5077,5080,3,2,101,S
5080,4271,3,2,101,S
5261,5263,3,2,101,S
5263,5264,5,2,101,S
5264,5266,3,2,101,S
5266,20535,3,2,101,S
5269,5270,3,2,101,S
5270,5040,3,2,101,S
5304,5603,3,2,101,S
5305,5307,3,2,101,S
5307,5261,3,2,101,S
5439,5440,3,2,101,S
5440,5442,3,2,101,S
5442,5443,3,2,101,S
5443,5304,3,2,101,S
5496,5498,3,2,101,S
5498,5499,3,2,101,S
5499,5501,3,2,101,S
5501,5502,3,2,101,S
5502,5505,3,2,101,S
5505,5506,3,2,101,S
5506,5439,3,2,101,S
5596,20536,4,2,101,S
5603,5604,3,2,101,S
5604,5305,4,2,101,S
5606,5609,3,2,101,S
5609,5627,4,2,101,S
5627,5628,3,2,101,S
5628,5630,3,2,101,S
5630,5496,4,2,101,S
5859,20304,4,2,101,S
5934,5988,4,2,101,S
5962,5963,4,2,101,S
5963,5964,3,2,101,S
5964,5966,4,2,101,S
5966,5859,3,2,101,S
5980,5994,4,2,101,S
5988,5962,3,2,101,S
5994,5995,4,2,101,S
5995,20079,4,2,101,S
5997,5934,3,2,101,S
6115,6117,4,2,101,S
6117,6118,4,2,101,S
6118,5997,4,2,101,S
6147,6115,4,2,101,S
6148,6147,4,2,101,S
6157,6148,4,2,101,S
6158,6160,4,2,101,S
6160,6162,4,2,101,S
6162,6157,4,2,101,S
6179,6158,4,2,101,S
6317,6318,5,2,101,S
6318,6321,5,2,101,S
6321,6323,4,2,101,S
6323,6343,5,2,101,S
6327,6328,4,2,101,S
6328,6556,4,2,101,S
6343,6359,4,2,101,S
6359,6362,5,2,101,S
6360,6179,4,2,101,S
6362,6360,4,2,101,S
6408,20533,5,2,101,S
6539,6541,5,2,101,S
6541,6408,4,2,101,S
6552,6569,5,2,101,S
6553,6558,5,2,101,S
6556,6570,5,2,101,S
6558,6559,5,2,101,S
6559,6562,6,2,101,S
6562,6539,4,2,101,S
6569,6553,5,2,101,S
6570,6577,5,2,101,S
6573,6327,4,2,101,S
6577,6579,4,2,101,S
6579,6584,4,2,101,S
6584,6593,5,2,101,S
6593,6552,4,2,101,S
6728,6731,5,2,101,S
6731,6734,4,2,101,S
6732,5980,4,2,101,S
6734,6732,4,2,101,S
6764,6808,3,1,101,S
6804,6728,5,2,101,S
6807,6804,3,1,101,S
6808,6807,3,1,101,S
6817,6804,3,1,101,S
6887,7709,3,7,101,S
6923,6764,3,1,101,S
6924,6923,5,2,101,S
6949,6817,2,1,101,S
7001,7325,4,2,101,S
7076,7078,3,5,101,S
7078,7039,2,1,101,S
7078,7079,2,1,101,S
7079,7080,2,1,101,S
7080,7081,4,2,101,S
7081,7374,4,2,101,S
7093,6924,4,2,101,S
7110,7114,3,7,101,S
7113,7076,2,5,101,S
7114,7113,2,7,101,S
7191,7076,2,5,101,S
7210,7191,2,5,101,S
7315,7339,4,2,101,S
7317,7315,4,2,101,S
7322,7323,4,2,101,S
7323,7001,4,2,101,S
7325,7327,3,2,101,S
7327,7331,4,2,101,S
7331,7333,3,5,101,S
7333,7334,3,7,101,S
7334,7712,3,7,101,S
7339,7322,4,2,101,S
7374,7093,4,2,101,S
7436,7463,2,7,101,S
7439,7436,2,7,101,S
7440,7439,2,7,101,S
7449,7663,2,7,101,S
7456,7462,2,7,101,S
7462,7449,2,7,101,S
7463,7456,2,7,101,S
7471,7530,2,7,101,S
7530,7561,2,7,101,S
7552,7553,2,7,101,S
7553,7606,2,7,101,S
7554,7555,2,7,101,S
7555,7556,2,7,101,S
7556,7110,2,7,101,S
7561,13643,2,7,101,S
7606,7554,2,7,101,S
7663,7552,2,7,101,S
7689,7690,2,7,101,S
7690,7471,2,7,101,S
7708,7689,2,7,101,S
7709,7708,3,7,101,S
7710,6887,3,7,101,S
7711,7710,3,7,101,S
7712,7711,3,7,101,S
7801,7317,4,2,101,S
7804,7801,4,2,101,S
7807,7804,4,2,101,S
7814,7807,4,2,101,S
7819,7814,4,2,101,S
7822,7819,4,2,101,S
7834,7822,4,2,101,S
7837,7834,3,2,101,S
7839,7837,3,2,101,S
7847,7839,4,2,101,S
7848,7847,3,2,101,S
7872,7873,3,2,101,S
7873,7994,4,2,101,S
7899,7872,3,2,101,S
7901,7899,3,2,101,S
7903,7901,4,2,101,S
7907,7903,3,2,101,S
7931,7907,4,2,101,S
7935,7931,4,2,101,S
7941,7935,3,2,101,S
7943,7941,3,2,101,S
7951,7943,3,2,101,S
7953,7951,3,2,101,S
7961,7953,4,2,101,S
7963,7961,3,2,101,S
7974,7975,3,2,101,S
7975,8005,3,2,101,S
7979,7974,3,2,101,S
7980,7979,3,2,101,S
7985,11487,3,2,101,S
7986,7963,4,2,101,S
7987,7985,3,2,101,S
7994,7995,3,2,101,S
7995,7848,3,2,101,S
8005,7987,3,2,101,S
8011,8433,3,2,101,S
8058,8096,2,2,101,S
8068,8069,3,2,101,S
8069,8159,3,2,101,S
8096,20321,2,2,101,S
8111,8068,3,2,101,S
8113,8111,3,2,101,S
8159,7980,4,2,101,S
8199,12257,2,2,101,S
8202,20338,2,2,101,S
8203,8202,2,2,101,S
8204,8203,2,2,101,S
8205,8207,2,2,101,S
8207,8204,2,2,101,S
8208,8205,3,2,101,S
8210,8208,2,2,101,S
8214,8210,2,2,101,S
8262,8322,2,2,101,S
8263,8262,2,2,101,S
8265,20525,2,2,101,S
8267,8265,2,2,101,S
8322,8214,2,2,101,S
8336,8199,2,2,101,S
8339,8350,3,2,101,S
8340,8339,2,2,101,S
8341,8344,2,2,101,S
8344,8340,2,2,101,S
8350,8432,2,2,101,S
8353,8336,3,2,101,S
8355,8353,2,2,101,S
8425,8426,2,2,101,S
8426,8355,3,2,101,S
8432,8434,3,2,101,S
8433,8425,2,2,101,S
8434,8011,2,2,101,S
8437,8267,3,2,101,S
8438,8437,2,2,101,S
8459,8460,2,2,101,S
8460,8466,2,2,101,S
8466,8467,2,2,101,S
8467,8786,2,2,101,S
8473,14506,2,2,101,S
8477,8593,2,2,101,S
8479,8488,2,2,101,S
8480,8479,2,2,101,S
8481,8480,2,2,101,S
8483,8489,2,2,101,S
8488,8497,2,2,101,S
8489,8481,2,2,101,S
8494,8459,2,2,101,S
8497,8494,2,2,101,S
8593,12249,2,2,101,S
8597,8473,2,2,101,S
8786,10016,2,2,101,S
8791,8341,2,2,101,S
8794,8791,2,2,101,S
9141,9145,1,2,101,S
9145,9147,1,2,101,S
9147,20142,1,2,101,S
9152,9153,1,2,101,S
9153,10012,1,2,101,S
9154,20145,1,2,101,S
9156,20146,1,2,101,S
9158,10108,1,2,101,S
9320,20027,1,2,101,S
9321,20026,1,2,101,S
9325,20024,1,2,101,S
9326,9321,1,2,101,S
9328,10018,1,2,101,S
9350,9354,1,2,101,S
9354,9356,1,2,101,S
9356,20537,1,2,101,S
9358,20088,1,2,101,S
9362,9373,1,2,101,S
9364,20092,1,2,101,S
9368,20095,1,2,101,S
9372,20097,1,2,101,S
9373,9364,1,2,101,S
9376,20096,1,2,101,S
9380,20100,1,2,101,S
9384,20102,1,2,101,S
9388,20103,1,2,101,S
9392,20105,1,2,101,S
9396,20107,1,2,101,S
9400,9141,1,2,101,S
9614,20228,1,2,101,S
9618,9620,1,2,101,S
9620,9622,1,2,101,S
9622,9649,1,2,101,S
9635,20050,1,2,101,S
